"P09","P03","P13","P17","P18","P19","P02A","P05","P06","P08","P10","P11","P12","P15","P20","P21","P22","grupo_protesto","idade","renda","educação","ideologia","sexo","FATOR_POND"
10,10,10,10,10,10,10,10,10,10,10,10,10,9,0,0,0,"Não protestou",17,NA,14,10,"Feminino",0.938682118112949
10,5,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,"Não protestou",42,1,11,0,"Feminino",0.938427517722355
7,9,10,10,10,9,8,6,5,8,10,10,8,8,9,9,10,"Não protestou",18,1,4,10,"Feminino",0.818585763776693
7,7,10,10,10,10,10,5,4,9,10,5,9,10,9,10,9,"Não protestou",23,1,12,0,"Feminino",1.24011854834487
10,5,10,0,10,5,8,10,8,10,10,0,6,0,8,0,0,"Não protestou",58,2,12,10,"Masculino",1.0492974380627
10,8,10,10,10,0,10,10,10,5,10,10,10,0,10,0,0,"Pensou em protestar",35,1,13,0,"Feminino",0.771767794065215
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,"Pensou em protestar",45,1,12,10,"Feminino",1.04683160023
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",68,3,14,10,"Feminino",1.28575149380809
5,10,10,10,10,10,10,10,10,10,5,10,0,5,10,10,0,"Pensou em protestar",71,1,15,2,"Masculino",0.804932983373633
10,4,10,10,2,10,8,5,5,8,10,5,2,6,8,10,1,"Já protestou",67,3,15,5,"Masculino",0.788145508892753
10,8,10,8,10,10,10,8,8,10,10,0,10,0,10,0,0,"Pensou em protestar",19,4,15,4,"Feminino",0.776394261477655
10,8,10,5,10,10,10,10,10,5,10,10,10,0,8,0,0,"Não protestou",31,4,14,5,"Masculino",1.02481668402979
10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,"Não protestou",34,1,4,NA,"Masculino",1.15089804570164
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,"Não protestou",59,1,1,10,"Masculino",0.889306890895325
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",20,1,13,5,"Feminino",1.08388453022276
7,10,10,10,10,10,10,9,10,10,10,10,10,10,10,5,0,"Não protestou",18,NA,11,5,"Feminino",1.04313619956413
10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,5,0,"Não protestou",28,1,11,1,"Masculino",1.11749003906852
10,10,10,10,9,8,9,0,2,10,10,10,10,0,0,5,8,"Não protestou",28,NA,7,10,"Feminino",0.923182109708413
8,9,10,7,10,10,10,8,5,9,9,4,10,8,9,5,1,"Não protestou",36,NA,7,8,"Feminino",1.31709848979447
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,"Já protestou",63,1,14,5,"Masculino",1.34867501212152
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",33,2,16,10,"Masculino",0.940883055593727
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",23,NA,14,10,"Masculino",0.85336867123605
10,9,10,9,10,10,9,9,10,7,10,10,7,8,8,9,10,"Não protestou",51,4,13,4,"Feminino",0.866721708771543
8,9,9,10,8,9,10,10,10,8,9,9,9,8,8,10,7,"Não protestou",62,3,7,6,"Feminino",0.892976043305937
10,7,9,5,5,8,5,9,8,5,7,5,10,10,9,9,5,"Não protestou",48,2,13,NA,"Feminino",0.948513723953058
10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,"Já protestou",66,2,6,10,"Masculino",0.909394284625616
NA,10,10,10,10,10,10,NA,7,NA,10,NA,10,NA,NA,NA,0,"Não protestou",35,NA,8,NA,"Feminino",1.36322101916697
7,10,10,10,10,10,10,7,7,10,10,8,10,5,5,3,0,"Não protestou",59,3,11,3,"Masculino",0.855056033056748
10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,0,"Não protestou",17,1,13,10,"Feminino",0.822974560341595
10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,8,"Não protestou",17,1,14,NA,"Feminino",0.948669860035624
10,10,10,8,10,0,10,10,10,10,10,10,10,0,10,0,10,"Não protestou",17,1,14,10,"Masculino",1.00904733818532
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,"Não protestou",58,NA,1,10,"Feminino",1.07759624016556
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",39,NA,9,5,"Feminino",1.0770994608657
10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",46,2,14,10,"Masculino",1.14931587326786
10,10,10,10,10,10,10,5,9,10,10,5,10,5,0,10,0,"Não protestou",51,NA,5,0,"Masculino",1.02072025237745
9,9,10,10,10,10,10,10,10,4,10,7,10,10,10,8,10,"Não protestou",20,1,14,0,"Feminino",1.04290030899548
10,0,10,10,10,10,10,0,0,10,10,0,10,0,10,10,0,"Não protestou",49,1,1,5,"Feminino",0.864454818847892
10,10,10,10,10,10,10,2,10,10,10,0,10,0,0,0,0,"Não protestou",34,2,16,5,"Feminino",1.12743983420593
10,10,10,10,10,10,10,10,10,10,10,10,10,0,8,5,0,"Não protestou",61,NA,6,5,"Feminino",1.09959392462442
10,10,10,10,10,10,10,10,5,10,10,10,5,10,0,10,10,"Não protestou",75,1,1,5,"Masculino",1.40096177218539
8,9,10,8,10,8,10,8,10,10,10,10,10,10,10,10,0,"Já protestou",37,2,7,2,"Masculino",0.942195970157795
7,4,9,10,5,6,10,0,0,3,8,5,10,0,5,6,0,"Não protestou",68,3,4,0,"Masculino",0.984534566672653
9,10,10,10,9,10,10,0,0,0,9,10,0,10,7,2,0,"Não protestou",62,NA,1,10,"Feminino",1.01866471067789
10,0,10,5,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",60,NA,11,0,"Masculino",0.886055719386726
10,10,5,10,10,5,10,5,5,5,10,5,10,5,5,10,0,"Não protestou",31,NA,12,0,"Feminino",0.85657181389694
10,NA,10,10,9,10,10,NA,10,10,10,9,6,NA,NA,10,10,"Não protestou",51,1,1,10,"Feminino",0.82202339059318
10,10,10,10,9,0,10,0,0,10,10,10,0,10,10,10,0,"Não protestou",35,NA,8,10,"Masculino",0.696233186239407
7,0,10,10,10,NA,8,8,10,NA,0,0,10,8,5,0,10,"Não protestou",33,1,12,9,"Feminino",1.24137019979594
NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,60,1,5,NA,"Feminino",0.879734571064641
10,0,10,10,10,10,10,NA,NA,NA,10,10,NA,10,10,NA,10,"Não protestou",39,1,8,10,"Feminino",0.806366298784185
10,10,10,10,10,10,10,9,8,10,10,10,8,7,10,5,4,"Não protestou",29,1,14,10,"Masculino",0.794504610278067
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,"Não protestou",25,1,14,0,"Masculino",1.08857265232338
8,10,10,10,10,6,10,4,7,8,10,5,5,10,9,9,0,"Não protestou",67,1,6,10,"Feminino",0.994876769752929
6,6,10,6,10,8,10,8,10,8,6,7,8,5,8,3,5,"Não protestou",34,1,14,4,"Feminino",0.85657181389694
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",18,1,14,10,"Masculino",0.924065647295121
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",59,1,4,10,"Masculino",0.864173457910582
10,10,9,9,10,10,10,9,9,10,10,10,10,10,10,9,9,"Não protestou",33,2,11,5,"Feminino",1.10336376737331
10,8,10,10,10,7,10,10,10,10,10,10,10,10,10,8,5,"Não protestou",21,2,12,10,"Masculino",1.26085374157333
10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,"Não protestou",75,1,7,10,"Masculino",1.3827930378562
10,10,9,8,10,10,10,5,10,7,8,10,10,8,10,7,3,"Não protestou",50,5,16,5,"Masculino",0.889831481772291
8,10,10,0,10,0,10,10,10,10,10,10,10,10,10,5,0,"Não protestou",38,2,14,7,"Masculino",0.950831234039603
5,0,10,0,10,5,10,10,10,5,10,10,10,0,0,10,2,"Não protestou",45,NA,15,8,"Masculino",0.991728303324192
9,8,10,10,9,7,10,4,10,10,10,7,9,10,0,0,0,"Não protestou",36,2,11,5,"Masculino",1.1569766598104
5,10,10,5,10,10,10,10,10,10,10,10,10,10,10,5,1,"Não protestou",59,NA,16,5,"Masculino",1.17076544445054
NA,10,10,10,10,10,10,7,10,10,10,NA,10,0,7,3,0,"Não protestou",64,NA,6,NA,"Feminino",0.898472889681013
8,10,10,10,10,10,10,5,10,10,10,10,10,0,10,0,0,"Pensou em protestar",29,1,16,3,"Feminino",0.810067224587673
10,9,10,10,10,5,6,8,8,4,10,3,9,5,7,5,0,"Não protestou",65,3,16,5,"Feminino",0.811212960220444
0,2,8,10,10,4,4,2,5,2,2,2,9,4,0,3,5,"Não protestou",36,1,1,NA,"Masculino",0.898448199172465
7,10,10,10,9,10,3,1,2,10,1,10,10,10,2,2,1,"Não protestou",31,1,7,5,"Masculino",1.19288246263563
7,8,8,9,9,2,9,8,7,0,10,8,10,0,9,5,0,"Não protestou",65,2,14,NA,"Feminino",0.897981824870754
0,0,10,0,10,0,0,0,0,5,0,0,0,0,5,0,0,"Não protestou",58,1,5,NA,"Masculino",1.01933559616874
10,6,10,10,10,10,10,10,5,10,10,10,9,10,10,10,10,"Já protestou",23,2,9,10,"Feminino",0.934666417328356
10,10,0,10,10,10,10,10,10,10,10,10,10,3,10,10,10,"Não protestou",37,3,4,NA,"Masculino",1.03347840397076
2,4,2,5,3,4,6,8,7,5,4,8,4,2,2,6,0,"Pensou em protestar",62,4,1,5,"Feminino",1.11956079388398
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",46,4,14,NA,"Feminino",1.14595081880717
5,9,10,9,9,8,9,7,4,8,9,8,9,1,6,0,0,"Pensou em protestar",34,2,16,0,"Feminino",0.988464874277685
10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,8,"Pensou em protestar",22,1,16,0,"Masculino",0.702249574846345
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,"Pensou em protestar",32,1,14,0,"Masculino",0.761091488913649
10,10,10,10,10,5,10,8,10,8,10,10,10,2,10,8,1,"Não protestou",32,4,14,5,"Masculino",1.08241614174475
3,10,10,10,10,4,10,10,10,10,10,0,10,3,4,5,0,"Não protestou",24,2,14,0,"Feminino",0.757205990112162
9,10,10,10,10,9,10,8,5,9,10,5,9,9,9,10,0,"Não protestou",59,1,8,NA,"Feminino",1.3112157418925
7,8,9,5,10,7,10,10,10,9,10,3,10,9,9,0,5,"Não protestou",35,2,14,8,"Masculino",1.19489989789143
10,10,0,1,10,0,10,10,0,10,10,10,1,5,10,10,0,"Não protestou",46,3,13,NA,"Masculino",1.06748711122298
9,6,10,10,10,0,8,5,5,7,7,6,10,7,7,6,0,"Não protestou",25,NA,11,10,"Masculino",1.54454049576572
9,10,10,7,10,10,10,8,10,10,10,0,10,0,10,10,0,"Pensou em protestar",32,1,16,5,"Feminino",1.60361366349126
10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,"Não protestou",17,2,14,10,"Masculino",0.998423932903769
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",48,1,12,10,"Masculino",1.09391456539291
7,3,3,3,4,4,6,10,4,3,10,4,7,8,2,4,4,"Não protestou",76,1,1,4,"Masculino",0.939085120537599
10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,0,"Não protestou",60,2,11,0,"Feminino",0.780942643528866
NA,10,10,10,10,10,10,10,7,10,10,10,10,0,10,10,10,"Não protestou",46,1,6,NA,"Feminino",0.839532462885753
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",55,1,14,1,"Feminino",0.710649817916967
9,9,10,10,10,0,10,10,10,10,10,7,10,9,6,5,0,"Pensou em protestar",58,2,9,0,"Feminino",0.924209835537815
4,8,8,6,10,10,10,10,10,10,10,2,10,0,3,8,0,"Não protestou",26,1,14,6,"Feminino",0.81702956130942
5,5,10,5,10,5,10,8,10,7,8,5,10,6,5,2,0,"Não protestou",22,1,11,5,"Masculino",0.969706112574328
8,8,10,7,10,7,10,10,7,5,10,7,8,5,10,7,4,"Não protestou",40,3,16,7,"Masculino",1.10387621301118
8,6,10,10,10,10,10,9,10,10,6,10,5,8,10,8,0,"Não protestou",18,NA,14,0,"Masculino",0.847480128164208
10,9,10,10,10,10,10,10,8,10,10,10,10,10,10,10,0,"Não protestou",24,1,14,NA,"Feminino",0.862333020888183
9,10,10,10,10,10,10,0,0,10,9,7,8,8,10,9,0,"Não protestou",72,1,12,0,"Feminino",0.835776257482241
10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,7,10,"Não protestou",66,NA,16,7,"Masculino",1.37239197927818
10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,0,"Não protestou",62,3,7,10,"Masculino",1.17237655077841
9,9,9,8,10,9,10,10,10,10,8,10,8,9,10,10,10,"Pensou em protestar",40,2,14,5,"Feminino",1.17420976219912
10,10,10,9,9,3,3,10,8,9,10,10,10,10,10,9,9,"Não protestou",30,NA,14,5,"Feminino",1.01036907878548
10,10,10,10,10,10,10,0,0,10,10,0,10,0,10,0,0,"Não protestou",25,1,14,10,"Feminino",0.933186187601165
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",24,2,14,5,"Masculino",0.649407278241788
10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,"Não protestou",38,2,14,5,"Masculino",0.717440299460186
10,10,10,5,10,10,10,10,10,10,10,10,10,5,8,6,0,"Não protestou",69,3,15,5,"Masculino",0.730266297386901
10,10,10,5,10,10,10,10,10,10,10,5,10,5,10,0,0,"Não protestou",35,2,14,5,"Feminino",0.941171843207985
5,10,10,10,10,5,5,10,0,10,5,10,10,9,10,10,10,"Pensou em protestar",65,1,1,5,"Masculino",1.51460008402065
10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",55,3,14,10,"Masculino",1.26020102282756
10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,0,"Não protestou",26,2,16,NA,"Masculino",0.880889637421492
8,10,10,9,7,10,10,6,10,4,10,3,10,3,9,4,0,"Não protestou",68,3,7,NA,"Masculino",1.47179472616258
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",18,2,14,10,"Masculino",0.911775479744419
10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,"Não protestou",46,1,16,NA,"Masculino",1.10109989612539
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Já protestou",50,2,16,10,"Feminino",1.04844524567743
5,0,10,10,0,5,10,5,10,10,10,10,10,5,5,10,0,"Não protestou",52,3,14,0,"Masculino",0.948641118807353
8,9,10,8,10,10,10,10,10,10,5,10,5,0,0,0,0,"Não protestou",59,2,16,NA,"Feminino",1.00249587135428
9,8,10,7,10,10,10,6,6,10,10,10,10,0,5,0,0,"Não protestou",41,3,11,NA,"Masculino",0.914109283958138
4,10,7,10,10,7,10,9,10,7,10,5,10,5,5,0,0,"Já protestou",38,3,8,10,"Masculino",1.50290393455481
9,10,10,10,10,10,10,7,9,10,10,10,10,7,5,5,7,"Não protestou",23,1,14,5,"Feminino",0.956335963416962
10,10,10,10,10,10,10,10,10,10,10,10,10,6,9,10,0,"Pensou em protestar",56,3,12,5,"Masculino",0.693897994305294
6,6,9,5,9,10,9,6,5,5,6,9,8,4,6,5,2,"Não protestou",63,1,7,2,"Masculino",1.12295693808093
10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,0,"Já protestou",47,NA,14,5,"Masculino",0.818437826030097
10,5,10,10,10,10,10,10,8,10,10,10,10,3,10,8,0,"Não protestou",18,2,11,5,"Masculino",0.932689403992952
10,8,10,7,10,10,10,4,0,10,10,0,8,4,9,0,3,"Pensou em protestar",24,1,14,0,"Feminino",0.757205990112162
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Pensou em protestar",45,2,14,10,"Feminino",0.632955364658262
10,8,10,10,10,10,10,10,10,10,10,10,10,8,10,10,5,"Não protestou",45,2,14,8,"Masculino",0.759669512095629
10,10,10,0,10,0,10,10,10,0,10,10,10,0,0,10,0,"Já protestou",60,1,14,10,"Masculino",1.16146310820102
10,10,10,0,10,10,10,10,10,10,10,10,10,5,10,0,0,"Não protestou",24,NA,16,5,"Masculino",0.784229621595303
NA,10,10,10,10,10,10,10,10,10,10,NA,10,NA,10,NA,7,"Não protestou",43,4,7,NA,"Masculino",0.985648547583052
10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,8,"Não protestou",39,2,14,1,"Feminino",0.876820309846766
10,5,10,10,10,7,10,10,9,10,10,10,10,0,10,0,0,"Pensou em protestar",16,1,13,5,"Masculino",1.00470351818244
10,8,10,10,10,9,10,8,8,10,10,6,10,0,8,0,0,"Pensou em protestar",41,2,13,NA,"Feminino",0.891355792154708
6,10,10,10,10,6,7,10,10,10,10,8,10,4,5,7,8,NA,38,2,14,2,"Masculino",0.70145562659683
10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,9,7,"Não protestou",45,2,11,6,"Feminino",1.03600938425529
5,5,10,5,10,5,1,10,6,10,4,5,8,NA,5,10,0,"Já protestou",43,3,7,10,"Masculino",1.51551581723374
9,9,7,9,9,7,8,9,9,9,9,5,9,9,9,10,9,"Não protestou",59,1,11,5,"Masculino",0.886430605187567
8,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,"Pensou em protestar",46,1,14,10,"Feminino",0.84701694695422
10,9,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,"Já protestou",45,1,6,0,"Masculino",0.786382836540569
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",30,2,14,NA,"Feminino",1.14108389390922
9,9,9,10,10,10,9,9,10,10,10,9,9,9,9,10,9,"Pensou em protestar",66,3,7,0,"Feminino",0.892976043305937
10,9,10,10,10,10,9,10,10,9,10,10,10,10,9,10,9,"Pensou em protestar",37,2,15,0,"Masculino",0.802501246738004
10,7,10,8,10,10,10,10,10,10,10,10,10,5,7,0,0,"Pensou em protestar",22,NA,15,NA,"Feminino",0.98085205407679
10,10,10,5,10,5,10,10,10,10,10,10,10,0,5,4,0,"Já protestou",37,2,16,6,"Masculino",0.855555062470658
10,10,10,9,8,7,10,9,10,4,10,4,10,4,8,4,8,"Já protestou",38,NA,14,9,"Feminino",0.961111476285747
8,10,10,10,10,NA,10,10,10,5,10,NA,10,NA,NA,10,3,"Não protestou",50,1,4,10,"Feminino",1.30492477900568
9,10,10,10,10,10,10,10,10,10,10,0,10,9,9,5,0,"Não protestou",45,1,7,10,"Masculino",1.26795819981413
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Já protestou",19,1,15,10,"Masculino",1.05697551761575
7,10,10,10,10,10,10,10,10,8,10,10,8,10,10,8,5,"Não protestou",34,NA,16,5,"Feminino",1.12743983420593
10,10,10,9,10,10,10,9,10,10,10,10,10,8,10,10,3,"Não protestou",56,1,14,10,"Masculino",0.933507533650623
10,5,10,5,10,8,10,10,10,10,10,10,10,0,0,5,NA,"Não protestou",28,2,14,5,"Masculino",0.843564442408193
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",53,1,14,10,"Feminino",1.267696013767
10,8,10,10,10,0,10,10,8,7,5,3,4,8,8,10,0,"Não protestou",60,NA,15,0,"Masculino",1.10702113984059
4,5,2,7,9,7,9,10,6,9,9,10,4,7,8,3,6,"Não protestou",36,NA,11,10,"Feminino",0.85800705928267
4,3,3,10,10,6,10,0,0,6,10,6,0,6,4,9,0,"Não protestou",18,NA,14,3,"Feminino",0.911654766981336
2,8,10,5,10,10,6,1,5,3,10,6,10,7,10,8,1,"Não protestou",60,3,14,NA,"Feminino",0.835776257482241
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Já protestou",44,3,11,0,"Feminino",0.980350982474383
5,5,10,10,10,10,0,0,10,0,8,8,10,8,5,0,0,"Não protestou",72,2,7,0,"Feminino",1.14100853906629
10,10,10,10,10,10,10,10,10,10,10,9,10,10,8,10,9,"Não protestou",33,2,14,10,"Masculino",0.667915955554852
10,9,10,10,10,10,10,9,10,10,9,10,10,10,9,9,10,"Não protestou",60,NA,7,10,"Feminino",1.08962272884201
7,10,10,10,10,7,10,10,10,6,5,10,10,8,8,8,0,"Não protestou",48,NA,1,5,"Masculino",1.0663941300217
8,0,10,10,8,3,10,10,10,7,10,10,10,1,3,9,0,"Não protestou",44,NA,11,NA,"Masculino",0.857280218853975
10,10,10,10,10,10,10,10,10,8,10,10,10,3,8,6,10,"Não protestou",45,1,14,0,"Feminino",1.20140532970224
10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,0,"Não protestou",19,1,14,0,"Feminino",0.961788005701161
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",38,NA,13,NA,"Feminino",0.755014266846456
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,"Não protestou",40,1,14,0,"Feminino",0.831775219644556
5,8,10,10,10,10,NA,10,10,10,10,10,7,0,2,0,0,"Não protestou",17,NA,14,0,"Masculino",0.978454146117178
5,10,3,9,5,5,6,10,3,9,6,4,10,8,10,9,1,"Pensou em protestar",49,2,14,10,"Masculino",1.04809825163545
7,5,8,8,5,5,8,2,2,8,2,5,2,3,NA,5,5,"Não protestou",32,1,13,5,"Masculino",0.793796710550146
NA,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,"Não protestou",61,1,5,0,"Feminino",1.40105792847197
NA,10,10,10,8,9,10,8,9,8,10,3,5,1,NA,NA,9,"Não protestou",58,NA,1,NA,"Feminino",1.0139842860415
9,8,10,9,10,5,10,5,10,10,10,10,10,7,0,0,0,"Não protestou",26,NA,15,9,"Feminino",0.874064757187064
7,10,10,10,10,5,10,5,10,10,10,10,9,6,8,0,0,"Não protestou",32,3,13,10,"Masculino",0.794504610278067
10,10,10,8,10,6,10,8,10,8,10,10,10,10,8,0,0,"Não protestou",23,2,14,5,"Masculino",0.75460393163697
0,10,10,10,10,10,10,8,5,3,10,10,10,5,5,5,0,"Não protestou",38,3,16,0,"Masculino",0.833740281727536
6,10,10,10,10,10,10,10,10,9,10,10,10,0,0,0,0,"Não protestou",40,4,16,5,"Feminino",0.85259980655027
5,5,10,10,10,5,10,10,10,10,10,10,10,0,0,0,10,"Pensou em protestar",18,NA,11,10,"Feminino",1.32462317010634
0,5,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,"Pensou em protestar",25,NA,16,5,"Feminino",1.1542721869079
0,10,10,10,10,0,10,10,10,10,10,10,10,0,0,0,10,"Não protestou",19,NA,11,10,"Masculino",1.07361850321017
10,10,10,10,10,10,10,10,10,10,10,10,5,5,7,10,0,"Não protestou",25,1,14,10,"Masculino",1.15331080427594
8,10,10,5,10,10,10,10,10,10,10,0,10,0,10,0,0,"Já protestou",29,1,16,0,"Feminino",0.820915528169685
10,8,10,8,10,8,10,8,10,10,8,0,10,0,0,2,0,"Não protestou",38,3,13,6,"Masculino",1.09091454382676
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,5,"Não protestou",32,2,13,NA,"Masculino",0.826692048327408
5,8,10,10,10,10,9,10,2,10,10,0,10,5,10,1,3,"Não protestou",60,3,7,10,"Feminino",1.044033637628
9,5,9,9,7,5,5,10,5,NA,5,NA,7,3,5,7,3,"Não protestou",76,NA,5,3,"Feminino",1.10961835059214
10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,5,"Não protestou",45,3,16,5,"Feminino",0.800835408716374
5,NA,10,10,10,10,10,5,10,10,10,NA,0,6,10,5,0,"Não protestou",50,3,7,3,"Masculino",1.02072025237745
3,3,0,1,0,1,7,9,5,3,1,3,2,1,7,4,1,"Não protestou",68,2,8,10,"Masculino",1.47194611416372
10,10,10,10,10,10,10,0,0,10,10,0,0,0,0,5,0,"Não protestou",30,3,16,5,"Masculino",1.11187293603854
10,10,10,7,10,10,10,10,8,6,10,0,10,0,10,0,0,"Já protestou",25,2,14,0,"Feminino",0.877255435777563
9,5,10,6,10,8,7,10,8,3,8,9,10,4,4,1,0,"Não protestou",23,1,14,5,"Masculino",0.816885104986984
10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,10,0,"Já protestou",35,2,14,0,"Masculino",0.891496393103794
10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,0,"Já protestou",60,3,16,10,"Feminino",1.39691813592897
10,8,10,10,10,10,10,10,10,10,10,10,8,0,10,0,3,"Não protestou",40,2,10,NA,"Masculino",1.10029372675037
0,0,0,0,1,0,5,5,5,0,0,5,0,0,5,0,0,"Já protestou",68,1,7,5,"Feminino",1.13565325675887
10,10,10,10,10,10,10,9,9,9,10,10,10,0,6,2,0,"Não protestou",34,3,14,10,"Feminino",1.17076621135358
10,10,10,5,10,10,10,10,10,10,10,10,10,5,10,0,0,"Não protestou",42,2,14,5,"Masculino",0.651513528963887
5,5,9,5,10,8,9,9,9,4,9,7,10,5,5,7,8,"Não protestou",38,2,15,10,"Masculino",1.21591267070852
10,0,10,10,10,10,10,10,10,10,10,10,5,0,10,10,0,"Já protestou",60,3,14,0,"Masculino",0.701656952923103
10,5,6,10,10,NA,NA,10,10,10,10,10,2,NA,10,0,0,"Não protestou",33,NA,11,10,"Masculino",0.750165613332657
10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,0,0,"Não protestou",22,NA,14,10,"Masculino",0.770676971580221
10,10,10,7,10,10,10,10,10,10,10,10,10,0,10,1,0,"Já protestou",58,2,16,10,"Masculino",1.34779972073087
7,7,10,8,10,10,8,8,8,10,10,10,8,2,8,1,1,"Já protestou",19,NA,15,5,"Masculino",0.970655644387292
10,8,10,8,10,10,10,10,10,10,10,8,10,9,10,10,0,"Não protestou",57,3,8,5,"Masculino",0.89844457121929
8,8,10,10,10,7,10,6,10,7,10,8,7,6,10,7,6,"Não protestou",61,2,16,10,"Feminino",0.78556502867001
8,10,10,10,10,10,10,7,10,7,10,10,8,9,10,10,8,"Não protestou",37,NA,14,10,"Feminino",1.28538257332113
10,10,10,9,10,7,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",21,3,11,7,"Masculino",0.767792183058916
10,10,10,4,10,10,10,10,2,10,10,10,10,0,0,0,0,"Não protestou",69,1,7,4,"Masculino",0.909394284625616
5,5,10,10,10,10,10,5,10,5,10,5,5,5,10,5,0,"Não protestou",74,1,3,10,"Feminino",1.14255847469469
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,"Já protestou",25,3,14,10,"Feminino",0.857398997420877
0,0,10,10,10,0,10,10,10,10,10,0,10,10,0,0,0,NA,64,1,7,5,"Masculino",1.1101914915434
NA,7,10,10,10,7,10,NA,10,4,10,10,7,7,7,NA,0,"Não protestou",62,2,15,2,"Feminino",0.790400690626007
5,5,5,10,10,10,10,10,10,10,10,10,5,5,10,10,0,"Já protestou",26,3,7,10,"Masculino",1.21984576290955
6,8,10,10,10,7,10,8,8,10,10,10,10,5,5,7,5,"Não protestou",38,2,13,NA,"Feminino",0.915268542612808
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,"Já protestou",26,2,9,10,"Masculino",0.951429386494299
10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,"Já protestou",81,1,1,10,"Feminino",0.873080408870849
10,10,10,10,10,10,10,10,10,10,0,10,10,8,10,0,7,"Não protestou",50,3,13,10,"Masculino",0.823426139443842
7,5,10,10,9,2,10,10,10,6,10,10,10,3,8,4,0,"Não protestou",30,2,14,4,"Masculino",0.78779256767043
